91,-0.7,25,166,1
104,-1.38,29,167,1
110,-1.84,25,168,1
109,-1.83,28,169,1
109,-1.66,28,170,1
108,-1.19,25,171,1
105,-0.77,27,172,1
103,-0.35,32,173,1
94,0.12,27,174,1
87,0.59,27,175,1
78,1.19,27,176,1
74,1.73,28,177,1
77,2.22,33,178,1
79,2.89,33,179,1
89,3.6,33,180,1
99,4.29,30,181,1
106,4.84,29,182,1
107,5.43,27,183,1
103,5.94,33,184,1
92,6.46,27,185,2
84,7.03,31,186,2
77,7.65,29,187,2
75,8.28,29,188,2
77,8.91,34,189,2
84,9.62,36,190,2
98,10.36,33,191,2
103,11.06,30,192,2
110,11.55,30,193,2
109,12.11,31,194,2
99,12.68,33,195,3
87,13.25,32,196,3
79,13.89,29,197,3
76,14.49,33,198,3
78,15.18,35,199,3
82,15.9,37,200,3
96,16.67,37,201,3
103,17.41,34,202,3
112,17.89,30,203,3
109,18.47,30,204,3
102,18.99,36,205,4
89,19.58,33,206,4
82,20.16,32,207,4
77,20.78,33,208,4
77,21.36,36,209,4
81,21.96,38,210,4
90,22.64,37,211,4
100,23.37,35,212,4
108,24.07,35,213,4
109,24.54,34,214,4
109,25.1,36,215,4
95,25.68,33,216,5
86,26.21,36,217,5
80,26.86,34,218,5
80,27.44,35,219,5
81,28.09,40,220,5
89,28.79,40,221,5
100,29.49,38,222,5
107,30.23,35,223,5
111,30.8,35,224,5
110,31.29,36,225,5
101,31.62,36,226,6
94,32.01,35,227,6
86,32.51,37,228,6
82,33.05,34,229,6
78,33.59,35,230,6
79,34.09,39,231,6
83,34.68,41,232,6
96,35.41,40,233,6
105,36.08,37,234,6
111,36.64,35,235,6
113,37.15,37,236,6
112,37.64,38,237,6
101,38.13,31,238,7
91,38.46,37,239,7
87,38.81,38,240,7
80,39.27,36,241,7
80,39.79,38,242,7
82,40.35,41,243,7
85,40.96,37,244,7
95,41.6,42,245,7
105,42.27,41,246,7
113,42.8,38,247,7
115,43.25,38,248,7
114,43.76,40,249,7
106,44.26,34,250,8
95,44.68,40,251,8
86,45.11,38,252,8
82,45.65,39,253,8
80,46.09,34,254,8
82,46.55,37,255,8
84,47.08,39,256,8
93,47.68,38,257,8
103,48.26,38,258,8
110,48.93,39,259,8
117,49.43,40,260,8
116,49.94,33,261,8
110,50.46,38,262,9
97,50.85,32,263,9
92,51.29,34,264,9
85,51.84,33,265,9
82,52.36,35,266,9
81,52.86,43,267,9
85,53.43,40,268,9
94,53.99,39,269,9
102,54.57,40,270,9
110,55.12,42,271,9
117,56.26,34,272,9
116,56.75,42,273,10
103,57.09,30,274,10
98,57.37,41,275,10
93,57.77,33,276,10
88,58.18,36,277,10
84,58.61,37,278,10
83,59.09,43,279,10
86,59.6,38,280,10
88,60.06,38,281,10
96,60.61,39,282,10
104,61.21,37,283,10
113,61.69,42,284,10
119,62.08,37,285,10
118,62.6,34,286,10
115,63.07,43,287,11
104,63.59,33,288,11
95,63.95,37,289,11
91,64.33,39,290,11
85,64.74,37,291,11
84,65.17,36,292,11
86,65.65,41,293,11
87,66.11,41,294,11
92,66.66,40,295,11
102,67.23,40,296,11
109,67.85,36,297,11
116,68.31,36,298,11
119,68.68,35,299,11
118,69.08,34,300,11
115,69.47,41,301,12
106,69.76,35,302,12
100,69.95,44,303,12
96,70.26,36,304,12
91,70.61,39,305,12
87,71.01,36,306,12
84,71.43,37,307,12
83,71.85,41,308,12
86,72.3,42,309,12
91,72.81,42,310,12
101,73.4,42,311,12
107,73.94,39,312,12
114,74.44,40,313,12
120,74.83,38,314,12
120,75.23,37,315,12
116,75.64,37,316,13
112,75.95,40,317,13
105,76.17,34,318,13
101,76.52,40,319,13
93,77.14,39,320,13
87,77.59,38,321,13
86,78.02,39,322,13
85,78.47,42,323,13
90,78.94,44,324,13
96,79.48,44,325,13
104,80,43,326,13
112,80.5,40,327,13
119,80.97,39,328,13
121,81.45,39,329,13
120,81.95,40,330,14
113,82.38,42,331,14
101,82.77,42,332,14
97,83.21,39,333,14
90,83.68,40,334,14
87,84.08,40,335,14
88,84.53,43,336,14
88,85,44,337,14
93,85.5,45,338,14
101,86.11,45,339,14
110,86.73,41,340,14
117,87.25,42,341,14
122,87.54,41,342,14
123,88.06,38,343,15
118,88.58,43,344,15
106,88.97,37,345,15
100,89.34,42,346,15
94,89.8,43,347,15
90,90.27,41,348,15
87,90.79,43,349,15
90,91.25,45,350,15
93,91.75,47,351,15
101,92.22,45,352,15
