114,0.00,24,353,1
115,0.00,24,354,1
115,0.00,24,355,1
114,-0.00,25,356,1
115,0.00,24,357,1
114,0.00,24,358,1
115,-0.01,25,359,1
114,0.00,25,360,1
115,-0.00,25,361,1
115,-0.00,23,362,1
115,-0.00,24,363,1
115,-0.01,27,364,1
114,0.00,25,365,1
115,-0.00,23,366,1
114,0.00,24,367,1
114,0.00,23,368,1
115,-0.00,25,369,1
115,0.00,24,370,1
116,0.00,26,371,1
115,-0.00,24,372,1
115,-0.00,26,373,1
115,-0.00,24,374,1
115,0.07,24,375,1
115,0.11,24,376,1
116,0.29,24,377,1
113,0.66,27,378,1
113,1.05,28,379,1
112,1.48,28,380,1
111,1.97,26,381,1
107,2.50,33,382,1
104,3.01,30,383,1
102,3.49,26,384,1
103,3.94,30,385,1
105,4.48,29,386,1
109,5.07,29,387,1
114,5.63,32,388,1
116,6.21,26,389,1
115,6.70,27,390,2
113,7.15,29,391,2
113,7.60,29,392,2
112,8.07,29,393,2
111,8.56,31,394,2
106,8.93,34,395,2
104,9.33,30,396,2
104,9.77,28,397,2
104,10.32,30,398,2
107,10.90,31,399,2
112,11.49,30,400,2
118,12.09,33,401,2
119,12.71,30,402,3
115,13.35,29,403,3
112,14.00,30,404,3
111,14.53,29,405,3
110,15.00,33,406,3
107,15.42,36,407,3
102,15.90,32,408,3
104,16.31,31,409,3
106,16.81,34,410,3
112,17.33,33,411,3
115,17.90,31,412,3
119,18.50,33,413,3
119,19.10,30,414,4
116,19.77,32,415,4
114,20.39,32,416,4
113,20.98,30,417,4
111,21.53,35,418,4
108,22.13,36,419,4
104,22.61,31,420,4
107,23.15,35,421,4
110,23.73,33,422,4
114,24.33,33,423,4
118,24.92,35,424,4
119,25.52,32,425,5
116,26.15,33,426,5
117,26.77,33,427,5
115,27.25,35,428,5
116,27.54,37,429,5
112,27.52,38,430,5
110,27.53,39,431,5
112,27.65,39,432,5
113,28.01,37,433,5
109,28.29,36,434,5
106,28.56,34,435,5
107,28.83,36,436,5
106,29.14,36,437,5
110,29.43,36,438,5
110,29.81,35,439,5
113,30.36,34,440,5
117,30.89,37,441,5
118,31.35,36,442,5
119,31.78,32,443,6
119,32.25,33,444,6
119,32.69,35,445,6
119,33.19,36,446,6
119,33.67,35,447,6
115,34.12,40,448,6
111,34.54,40,449,6
109,34.97,36,450,6
107,35.30,38,451,6
110,35.76,38,452,6
110,36.28,35,453,6
114,36.87,37,454,6
118,37.36,39,455,6
118,37.75,37,456,7
120,38.22,35,457,7
120,39.08,36,458,7
119,39.51,38,459,7
119,39.93,38,460,7
114,40.25,41,461,7
112,40.62,36,462,7
108,40.98,36,463,7
110,41.38,38,464,7
111,41.87,38,465,7
112,42.37,37,466,7
117,42.94,39,467,7
120,43.52,35,468,7
123,44.00,36,469,8
121,44.51,36,470,8
121,44.84,38,471,8
121,45.33,39,472,8
120,45.77,39,473,8
118,46.18,41,474,8
114,46.49,37,475,8
111,46.83,37,476,8
112,47.29,37,477,8
110,47.88,41,478,8
113,48.47,36,479,8
119,49.12,39,480,8
123,49.83,35,481,8
124,50.55,37,482,9
119,51.27,40,483,9
119,51.79,37,484,9
119,52.28,39,485,9
116,52.83,45,486,9
112,53.36,37,487,9
111,53.93,40,488,9
113,54.56,39,489,9
117,55.14,39,490,9
121,55.70,42,491,9
123,56.29,39,492,9
123,56.85,33,493,10
123,57.48,39,494,10
122,57.92,37,495,10
124,58.37,36,496,10
122,58.88,44,497,10
115,59.44,40,498,10
114,59.97,36,499,10
111,60.48,44,500,10
115,60.97,38,501,10
119,61.44,37,502,10
122,61.92,43,503,10
123,62.45,37,504,10
124,62.91,36,505,11
124,63.44,37,506,11
125,63.96,37,507,11
123,64.43,38,508,11
126,64.83,38,509,11
122,65.22,41,510,11
117,65.62,40,511,11
113,66.23,37,512,11
112,66.78,44,513,11
114,67.32,38,514,11
117,67.83,38,515,11
122,68.35,43,516,11
123,68.87,37,517,11
126,69.42,39,518,12
124,70.01,38,519,12
125,70.55,39,520,12
125,71.08,39,521,12
123,71.53,38,522,12
119,72.02,42,523,12
114,72.59,41,524,12
112,73.15,46,525,12
114,73.67,41,526,12
117,74.23,41,527,12
120,74.83,40,528,12
124,75.38,40,529,12
125,75.90,40,530,13
123,76.55,39,531,13
127,77.06,40,532,13
128,77.55,40,533,13
126,77.98,42,534,13
119,78.48,44,535,13
115,79.03,42,536,13
113,79.67,45,537,13
117,80.15,44,538,13
122,80.66,40,539,13
127,81.21,42,540,13
129,81.82,41,541,14
130,82.38,37,542,14
126,82.97,41,543,14
126,83.44,41,544,14
125,83.91,42,545,14
125,84.31,41,546,14
122,84.78,45,547,14
118,85.27,42,548,14
114,85.76,37,549,14
118,86.22,43,550,14
119,86.70,44,551,14
123,87.26,43,552,14
129,87.81,45,553,14
130,88.39,43,554,15
129,89.01,39,555,15
127,89.62,42,556,15
127,90.08,43,557,15
126,90.52,43,558,15
124,91.01,45,559,15
118,91.53,46,560,15
117,92.15,44,561,15
117,92.74,45,562,15
120,93.36,42,563,15
126,94.06,45,564,15
131,94.76,41,565,16
129,95.54,45,566,16
130,96.13,44,567,16
127,96.71,44,568,16
126,97.37,45,569,16
120,98.19,47,570,16
118,98.90,45,571,16
122,99.51,45,572,16
127,100.22,45,573,16
133,100.96,44,574,17
130,101.73,44,575,17
128,102.31,44,576,17
127,102.90,47,577,17
127,103.39,44,578,17
123,104.04,50,579,17
120,104.77,46,580,17
119,105.41,47,581,17
123,106.05,45,582,17
128,106.74,48,583,17
133,107.38,47,584,18
129,108.13,48,585,18
130,108.83,46,586,18
130,109.39,49,587,18
130,109.98,47,588,18
123,110.62,49,589,18
121,111.30,47,590,18
120,111.88,48,591,18
123,112.50,45,592,18
131,113.11,49,593,19
132,113.76,47,594,19
132,114.51,47,595,19
132,115.20,47,596,19
130,115.85,49,597,19
128,116.33,51,598,19
124,117.08,50,599,19
122,117.74,49,600,19
123,118.34,48,601,19
124,118.94,46,602,19
131,119.59,49,603,20
133,120.23,50,604,20
132,120.94,48,605,20
132,121.63,51,606,20
133,122.21,50,607,20
130,122.79,54,608,20
124,123.41,51,609,20
121,124.16,51,610,20
122,124.76,51,611,20
126,125.38,50,612,20
131,126.07,51,613,21
133,126.77,51,614,21
134,127.38,49,615,21
133,127.94,52,616,21
135,128.65,51,617,21
132,129.39,54,618,21
126,130.23,52,619,21
124,131.14,52,620,21
126,131.83,51,621,21
131,132.45,52,622,22
136,133.13,51,623,22
132,133.89,54,624,22
135,134.58,51,625,22
136,135.22,52,626,22
133,135.81,55,627,22
126,136.44,54,628,22
126,137.10,55,629,22
125,137.73,53,630,22
128,138.44,52,631,23
132,139.13,54,632,23
133,139.86,53,633,23
135,140.63,53,634,23
139,141.36,54,635,23
136,141.93,54,636,23
131,142.66,55,637,23
129,143.59,55,638,23
123,144.37,52,639,23
129,145.09,53,640,24
135,145.77,55,641,24
135,146.45,55,642,24
138,147.14,53,643,24
138,147.82,57,644,24
139,148.50,53,645,24
132,149.24,58,646,24
128,150.07,57,647,24
125,150.79,53,648,24
129,151.51,57,649,25
134,152.26,57,650,25
137,153.19,58,651,25
141,153.91,54,652,25
141,154.52,56,653,25
140,155.11,59,654,25
132,155.89,59,655,25
128,156.63,58,656,25
126,157.36,55,657,26
131,158.09,57,658,26
135,158.77,56,659,26
137,159.48,59,660,26
142,160.20,58,661,26
144,160.73,57,662,26
142,161.28,58,663,26
135,161.88,62,664,26
129,162.48,58,665,26
126,163.10,61,666,26
127,163.77,54,667,27
131,164.40,58,668,27
137,165.05,60,669,27
139,165.68,60,670,27
142,166.34,59,671,27
143,167.00,60,672,27
144,167.62,58,673,27
139,168.20,63,674,27
132,168.89,60,675,27
127,169.53,61,676,27
129,170.15,56,677,28
131,170.75,60,678,28
138,171.41,60,679,28
141,172.04,61,680,28
143,172.72,60,681,28
145,173.33,62,682,28
145,173.92,59,683,28
139,174.59,63,684,28
133,175.28,63,685,28
129,175.91,64,686,28
129,176.50,57,687,29
134,177.16,61,688,29
139,177.78,63,689,29
142,178.49,63,690,29
144,179.14,61,691,29
146,179.89,62,692,29
144,180.53,62,693,29
137,181.26,65,694,29
131,182.01,64,695,29
131,182.64,61,696,30
130,183.30,61,697,30
137,183.97,63,698,30
142,184.64,64,699,30
140,185.41,63,700,30
